IrwinItem,Description,ForecastQty,ActualQty,Variance,VariancePct,Accuracy
NS055554,15Day Wt Loss Suppt Clns Flush 60 Tb,1481.142858,0.0,-1481.142858,-100.0,0.0
NS055560,Respirary Suppt Dfenc 60 Tb,233.142858,120.0,-113.14285799999999,-48.53,51.47
NS055562,Urary Flush Suppt Crnbry 60Cpsl,56.57143,84.0,27.42857,48.48,100.0
NS058381,7Day UltClns 2Part TtlBdyClns,377.142858,936.0,558.8571420000001,148.18,100.0
NS050082,UltClns 2 Part Ttl 120 Tb,198.857144,420.0,221.142856,111.21,100.0
NS050084,MltiHrbDgstn Dx Suppt 275 Tb,39.428572,60.0,20.571427999999997,52.17,100.0
NS050085,MltiHrbColonClns 275 Tb,118.285717,276.0,157.714283,133.33,100.0
NS050093,Women73NutrientSGelMltiwOmga3Oils60LqGs,61.714287,96.0,34.285713,55.56,100.0
NS050133,SprClns 200 Tb,303.428573,504.0,200.57142700000003,66.1,100.0
NS050849,Weekend Colon Flush 16 Tablets,145.714287,528.0,382.285713,262.35,100.0
NS050858,Gluten and Dairy Digestive Aid 50 Caps,24.0,0.0,-24.0,-100.0,0.0
