IrwinItem,Description,ForecastQty,ActualQty,Variance,VariancePct,Accuracy
IN051163,StoredFat Belly Burner 40Liquid Softgels,121.714285,96.0,-25.714285000000004,-21.13,78.87
IN051209,ShatavariRose MindandBodyforWmn 60Liq SF,20.571429,48.0,27.428571,133.33,100.0
IN051222,LongJackExtPtncyWoodPrimalMale 60Liq Sf,32.571428,36.0,3.4285720000000026,10.53,100.0
IN051226,FemaleBalance KSM66 Ashwagandha 60Liq Sf,29.142856,132.0,102.857144,352.94,100.0
IN051231,HealthyBrain Mood Stress 60 LiqSof Gels,32.571428,0.0,-32.571428,-100.0,0.0
IH050090,holtra Prem LubriJot 120 LqSgel,94.285715,108.0,13.714285000000004,14.55,100.0
NS055554,15Day Wt Loss Suppt Clns Flush 60 Tb,1102.285715,1200.0,97.71428500000002,8.86,100.0
NS055560,Respirary Suppt Dfenc 60 Tb,272.57143,72.0,-200.57143000000002,-73.58,26.42
NS055562,Urary Flush Suppt Crnbry 60Cpsl,61.714286,0.0,-61.714286,-100.0,0.0
NS058381,7Day UltClns 2Part TtlBdyClns,456.000002,744.0,287.999998,63.16,100.0
NS050082,UltClns 2 Part Ttl 120 Tb,176.571429,276.0,99.428571,56.31,100.0
NS050084,MltiHrbDgstn Dx Suppt 275 Tb,77.142858,60.0,-17.142858000000004,-22.22,77.78
NS050085,MltiHrbColonClns 275 Tb,154.285714,84.0,-70.28571400000001,-45.56,54.44
NS050093,Women73NutrientSGelMltiwOmga3Oils60LqGs,89.142857,48.0,-41.14285700000001,-46.15,53.85
NS050133,SprClns 200 Tb,348.000001,492.0,143.999999,41.38,100.0
NS050849,Weekend Colon Flush 16 Tablets,41.142857,348.0,306.857143,745.83,100.0
NS050858,Gluten and Dairy Digestive Aid 50 Caps,20.571429,0.0,-20.571429,-100.0,0.0
