quarter,product_name,canonical_code,revenue_ytd,units_ytd,txn_count
Q2,Turbo-Energy Libido-Max RED,02PR0145_FRESHMART-HATOREY,47.21,5,3
Q2,Turbo-Energy Libido-Max RED,02MI3158_NASSAUHEALTHFOODS,47.21,5,2
Q2,Turbo-Energy Libido-Max RED,02AK5433_SUNSHINEHEALTHFOODS,47.21,5,2
Q2,Turbo-Energy Libido-Max RED,02NY3333_AMATTEROFHEALTH,47.21,4,2
Q2,Turbo-Energy Libido-Max RED,02TX9483_ANNSHEALTHFOODCENTER,47.21,5,2
Q2,Turbo-Energy Libido-Max RED,02TX0512_VITAMINSPLUS251,43.18,4,2
Q2,Turbo-Energy Libido-Max RED,02LA0033_VITAMINSPLUS,43.18,4,2
Q2,Turbo-Energy Libido-Max RED,02OR1579_SHOPNKART,41.45,4,2
Q2,Turbo-Energy Libido-Max RED,02CA8919_NEWEARTHMARKET,34.54,4,2
Q2,Turbo-Energy Libido-Max RED,02FL5561_FEGERSHEALTHFOODS,33.77,3,2
Q2,Turbo-Energy Libido-Max RED,02TX6949_PEAKNUTRITIONCENTER,33.59,3,3
Q2,Turbo-Energy Libido-Max RED,02OH1668_CBYHEALTHFOOD,33.39,4,3
Q2,Turbo-Energy Libido-Max RED,02OR0272_ALIVEWELL,32.62,3,2
Q2,Turbo-Energy Libido-Max RED,02KY0012_ROBERTSHEALTHFOOD,32.62,3,3
Q2,Turbo-Energy Libido-Max RED,02FL3700_EARTHORIGINS14,31.48,4,3
Q2,Turbo-Energy Libido-Max RED,02FL2726_THEHEALTHBASKET,31.48,4,3
Q2,Turbo-Energy Libido-Max RED,02VA6711_GOODFOODGROCERY-STONEYPOINT,31.47,4,2
