sales_rep,product_name,revenue_ytd,units_ytd,txn_count
7.0,10-DAY ACAI BERRY SUPER CLEANSE 60SG,134.48,13,5
7.0,15 Day Weight Loss Cleanse,23.98,2,1
7.0,15DAY WEIGHT LOSS CLENSE & FLS 60T,2724.9500000000003,292,108
7.0,15DAY WEIGHT LOSS&FLUSH,467.61,39,10
7.0,15-Day Weight Loss Support Cleanse & Flush 60ct,769.07,68,14
7.0,2 in 1 Cleanse & Flush Weight Loss Support,15.99,1,1
7.0,2IN1 CLEANSE & FLUSH WEIGHT LOSS SUPPORT 60SG,4100.529999999999,323,137
7.0,2 in 1 Kidney & Liver Super Cleanse,255.86,14,6
7.0,2-IN-1 Kidney & Liver Super Cleanse 60ct,4571.95,344,88
7.0,2IN1 KIDNEY & LIVER SUPER CLEANSE 60SG,22392.32,1422,465
7.0,3IN1 CARB BLOCKER MAXIMUM STRENGTH 75SG,4321.5199999999995,339,143
7.0,3IN1 CARB BLOCKER MAX STRENGTH VALUE SIZE 150SG,3455.29,156,65
7.0,3 in 1 Joint Formula,42.14,2,1
7.0,3IN1 JOINT FORMULA,768.4900000000001,31,16
7.0,3IN1 JOINT FORMULA 60SG,1203.78,59,19
7.0,3-in-1 Joint Formula 90ct,4773.73,275,78
7.0,3IN1 JOINT FORMULA 90SG,11008.829999999998,550,205
7.0,5-HTP XTRA DOUBLE POTENCY,175.89,11,4
7.0,60 SG FISH OIL PURE 2XPOTENCY,815.32,68,13
7.0,7DAY ULTIMAT CLEANS 2PART 1KIT,3221.6500000000005,331,124
7.0,7 Day Ultimate Cleanse,76.72999999999999,7,4
7.0,ACTIVE CLEANSE PROBIOTIC,202.29000000000002,11,5
7.0,Advanced Absorption Mega B Complex,289.96000000000004,23,6
7.0,Advanced Absorption Mega B-Complex 60ct,4305.209999999998,414,110
7.0,ADVANCED ABSORPTION MEGA B COMPLEX 60SG,16276.820000000007,1421,441
7.0,ALLERPURE HISTAMINE CLEAR,127.96,4,4
7.0,ALLER-PURE HISTAMINE CLEAR 54SG,1092.4399999999998,42,19
7.0,ALOE & TRIPHALA ACTIVE CLEANSE & PROBIOTICS 60SG,3783.32,260,93
7.0,ANTI-GAS DIGESTIVE ENZYME,386.19,21,6
7.0,ANTI-GAS DIGESTIVE ENZYMES 45SG,1746.68,120,58
7.0,APPLE CIDER VINEGAR + METABOLISM 40GUMMIES,924.3,186,83
7.0,Ashwagandha Extra Strength Mind Body,32.62,2,1
7.0,ASHWAGANDHA HEALTHY BRAIN MOOD & STRESS60CAPS,1299.4900000000002,158,104
7.0,ASHWAGANDHA MOOD & STRESS,179.92000000000002,8,5
7.0,ASHWAGANDHA XTRA STRENGTH,115.14000000000001,6,3
7.0,B-12 QUICK RELEASE EXTRA,319.8,20,10
7.0,Beet Root RED,50.97,3,1
7.0,BEET ROOT RED,1159.42,58,17
7.0,Beet Root RED 60ct,5666.219999999999,398,103
7.0,BEET ROOT RED 60SG,15862.960000000006,983,269
7.0,BEETS-4-CARDIO,59.97,3,1
7.0,BEETS 4 CARDIO PEAK PERFORMANCE 60SG,3976.669999999999,257,103
7.0,BELLY BURNER+CALORIE BURN,316.62,18,8
7.0,BELLY BURNER STORED FAT,182.28,12,5
7.0,BERBERINE BODY+FAT BURNER,551.77,23,12
7.0,BIOTIN 6000,331.02000000000004,18,8
7.0,Biotin-6000 Strength & Protection 60ct,100.98,6,1
7.0,BIOTIN 6000 STRENGTH & PROTECTION 60SG,3369.92,232,88
7.0,Bloat Away,74.75,5,3
7.0,BLOAT-AWAY,140.72,8,4
7.0,BLOAT AWAY 60SG,3165.9700000000003,229,87
7.0,Blood Sugar Balance Berberine-Body+Fat Burner 56ct,2154.4700000000007,119,27
7.0,BLOOD SUGAR BALANCE BERBERINE BODY+FAT BURNER 56SG,16676.890000000003,902,251
7.0,Blood Sugar Balance Berberine + Fat Burner,151.13000000000002,7,4
7.0,BODYFAT DIET SYSTEM-6 RED,129.54,6,2
7.0,Body Fat-Diet System-Six RED 72ct,501.89,31,13
7.0,BODY FAT DIET SYSTEM SIX RED 72SG,2490.8,143,65
7.0,Brain Awake,59.8,4,2
7.0,BRAIN AWAKE,228.67000000000002,13,5
7.0,Brain Awake 60ct,3004.3799999999997,250,54
7.0,BRAIN AWAKE 60SG,4754.300000000002,338,138
7.0,Brain Awake RED,139.11,9,3
7.0,BRAIN AWAKE RED,607.62,38,9
7.0,Brain Awake RED 60ct,57.010000000000005,5,4
7.0,BRAIN AWAKE RED 60SG,5624.609999999999,439,180
7.0,CARB BLOCKER MAX STRENGTH,259.86,14,8
7.0,CBD 1000mg Unflavored,89.73,3,1
7.0,CBD 15MG,332.66999999999996,13,9
7.0,CBD 15MG 60SG,4287.02,212,92
7.0,CBD 15mg + Melatonin Gummy Lemon Lime,193.53000000000003,7,5
7.0,CBD 15 MG + MELATONIN LEMON LIME 30GUMMY,3034.8600000000006,122,47
7.0,CBD 15 MG + MELATONIN LEMON LIME 30GUMMY ##V,157.39,6,1
7.0,CBD 15 MG MIXED BERRY 30GUMMY,826.45,36,13
7.0,CBD 15 MG MIXED BERRY 30GUMMY ##V,308.33000000000004,16,7
7.0,CBD + 15mg Per Soft-Gel 60ct,0,1,1
7.0,CBD 2000mg Peppermint,242.82999999999998,5,2
7.0,CBD 2000mg Unflavored,298.02,6,4
7.0,CBD 30mg,420.05000000000007,11,4
7.0,CBD 30MG,457.49,11,5
7.0,CBD 30MG 60SG,8043.449999999999,249,110
7.0,CBD 30 MG RASPBERRY RIPPLE 30GUMMY,5909.750000000002,232,87
7.0,CBD 30 mg ##V,136.41,4,3
7.0,CBD 50MG,1859.69,31,13
7.0,CBD 50MG 60SG,10973.84,232,89
7.0,CBD + 50mg Per Soft-Gel 60ct,0,2,1
7.0,CBD+ASHWAGANDHA,39.98,2,1
7.0,CBD + ASHWAGANDHA 60SG,1914.37,119,57
7.0,CBD BALM 1000MG,185.56,4,2
7.0,CBD Balm 1000mg 2oz,116.04,3,1
7.0,CBD BALM 1000MG 2OZ,2446.61,68,30
7.0,CBD Balm + Arnica 1000mg,235.85,5,1
7.0,CBD BALM+ARNICA 1000MG,139.17000000000002,3,2
7.0,CBD BALM + ARNICA 1000MG CBD 2OZ,3153.13,85,45
7.0,CBD BALM+LEMNGRASS 1000MG,231.95,5,3
7.0,CBD BALM + LEMONGRASS 1000MG 2OZ,445.34,12,6
7.0,CBD Balm + Menthol 1000mg,94,2,1
7.0,CBD BALM + MENTHOL 1000MG CBD 2OZ,1018.73,28,11
7.0,CBD Cream + Arnica 1000mg,94.34,2,1
7.0,CBD CREAM+ARNICA 1000MG,324.73,9,5
7.0,CBD CREAM + ARNICA 1000MG CBD 3.3OZ,4328.189999999999,116,64
7.0,CBD Cream + Menthol 1000mg,322.89,7,3
7.0,CBD CREAM+MENTHOL 1000MG,510.29,11,9
7.0,CBD CREAM + MENTHOL 1000MG CBD 3.3OZ,3965.88,107,54
7.0,CBD+CURCUMIN XTRA STRNGTH,0,0,18
7.0,CBD DOUBLE POTENCY 30MG,111.93,7,3
7.0,CBD EXTRA STRENGTH 50MG,259.87,13,8
7.0,CBD EXTRA STRENGTH+SLEEP,510.17999999999995,22,12
7.0,CBD Gel + Arnica 1000mg,88.92,2,1
7.0,CBD GEL+ARNICA 1000MG,92.78,4,3
7.0,CBD GEL + ARNICA 1000MG CBD 3.3OZ,2195.64,59,26
7.0,CBD GEL + MENTHOL 1000MG CBD 3.3OZ,758.47,21,10
7.0,CBD Gummy 15mg Mixed Berry,50.3,2,1
7.0,CBD GUMMY BERRY 15MG TBDM,355.08,12,3
7.0,CBD GUMMY MELATONIN 15MG,127.96,6,5
7.0,CBD GUMMY MIX BERRY 15MG,220.72,8,2
7.0,CBD GUMMY RASPBERRY 30MG,487.84000000000003,20,14
7.0,CBD+MELATONIN,183.9,10,7
7.0,CBD + MELATONIN 60SG,522.0899999999999,38,15
7.0,CBD OIL 1000MG PEPPERMINT,175.95,5,3
7.0,CBD OIL 1000MG PEPPERMINT 1OZ,2740.96,99,41
7.0,CBD OIL 1000MG UNFLAVORED,387.09,13,7
7.0,CBD OIL 1000MG UNFLAVORED 1OZ,4291.41,155,52
7.0,CBD OIL 2000MG PEPPERMINT 2OZ,3631.49,83,31
7.0,CBD OIL 2000MG PEPPRMNT,0,0,2
7.0,CBD OIL 2000MG UNFLAVORED,0,0,2
7.0,CBD OIL 2000MG UNFLAVORED 2OZ,2788.7599999999998,64,22
7.0,CBD OIL 250 MG UNFLAVORED,71.95,7,5
7.0,CBD OIL 250MG UNFLAVORED 1OZ,1777.29,158,56
7.0,CBD OIL 250MG UNFLAVORED 1OZ ##V,35.4,3,1
7.0,CBD+POWER TO SLEEP,110.34,6,19
7.0,CBD + POWER TO SLEEP 60SG,1108.19,75,32
7.0,CBD + STRESS DEFY 84SG ##V,91.8,4,3
7.0,CBD + Turmeric,23.19,1,1
7.0,CBD+TURMERIC,394.23,17,10
7.0,CBD + TURMERIC 60SG,2226.25,120,44
7.0,CBD+TURMERIC XTRA STRNGTH,0,0,6
7.0,CBD XTRA STRENGTH 50MG,879.89,11,4
7.0,CHROMIUM PICLINATE BOOST,0,0,5
7.0,CLA Lean Body Fat Reduction 80ct,27.99,2,1
7.0,C.L.A. LEAN BODY FAT REDUCTION 80SG,2153.67,169,66
7.0,CLA LEAN FAT REDUCTION,235.06,14,7
7.0,CLEANSE&FLUSH WEIGHT LOSS,79.95,5,2
7.0,COLLAGEN BEAUTY,23.19,1,1
7.0,COLLAGEN BEAUTY 80CAP,1230.5299999999997,164,114
7.0,COQ10 RED,148.74,6,3
7.0,COQ10 RED 60SG,4463.530000000002,224,89
7.0,D3 & K2 COMPLEX HI-PO,647.55,45,11
7.0,Daily Gentle Cleanse,13.59,1,1
7.0,DAILY GENTLE CLEANSE,271.83000000000004,17,9
7.0,Daily Gentle Cleanse 60ct,1846.4600000000005,170,59
7.0,DAILY GENTLE CLEANSE 60SG,4164.019999999999,326,143
7.0,Daily Multi Testosterone UP Booster for Men,40.78,2,2
7.0,Daily Multi Testosterone UP Booster for Men 60ct,1097.3900000000003,61,18
7.0,DAILY MULTI TESTOSTERONE UP BOOSTER FOR MEN 60SG,5422.550000000002,288,111
7.0,DEEP TISSUE COLLAGEN PURE 80SG,2120.06,133,63
7.0,DIGEST AID GLUTEN & DAIRY,63.96,4,2
7.0,(DISCM)10DAY SUPER CLEAN,0,0,1
7.0,(DISCM)CBD GUMMY BRY15MG,0,0,3
7.0,(DISCM)CBD OIL 1000 PPMNT,0,0,1
7.0,(DISCM)CHROMIUM PICLINATE,0,0,3
7.0,(DISCM)COLLAGEN PEPTI,0,0,1
7.0,(DISCM)FISH OIL 2X POTNCY,0,0,4
7.0,Double Potency 5 HTP Extra,40.769999999999996,3,2
7.0,DOUBLE POTENCY 5 HTP EXTRA 60SG,3803.99,296,140
7.0,DOUBLE POTENCY CBD 30MG VALUE SIZE 90SG,2655.9,60,31
7.0,DOUBLE POTENCY FISH OIL PURE 60SG,1179.71,93,33
7.0,DOUBLE POTENCY FISH OIL PURE 60SG ##V,305.57,29,11
7.0,Double Potency Ginkgo Biloba,89.95,5,3
7.0,DOUBLE POTENCY GINKGO BILOBA 60SG,4429.4000000000015,276,120
7.0,DOUBLE POTENCY ONE PER DAY CBD 30MG 15SG,1058.63,82,41
7.0,DOUBLE POTENCY ONE PER DAY CBD 30MG 15SG ##V,90.83000000000001,7,3
7.0,DUAL ACTION FAT BURNER RED 75SG,2399.3600000000006,152,64
7.0,DUAL ACTION FAT BURNR RED,179.90999999999997,9,6
7.0,DUAL ACTION TESTOSTERONE UP PROSTATE DEFENSE 60SG,5664.400000000001,221,89
7.0,EMPTY UNIQUE BLUE FLOOR STAND 12PC,0,18,18
7.0,EMPTY UNIQUE ORANGE FLOOR STAND 12PC,0,11,11
7.0,EMPTY UNIVERSAL GREEN FLOOR STAND GLP1 12PC,0,33,31
7.0,EMPTY UNIVSL GREEN FLOOR STAND DISPLAY (Q3) 24PC,0,63,56
7.0,ENERGY & ENDURANCE TESTOSTERONE UP MEN 40+ 60SG,10001.759999999995,450,195
7.0,Energy & Endurance Testosterone UP Men Over 40,190.32,8,5
7.0,Energy & Endurance Testosterone UP Men Over 40 60ct,923.5600000000002,48,18
7.0,ESTROPAUSE MENOPAUSE,319.8,20,8
7.0,EstroPause Menopause Support,95.14000000000001,7,3
7.0,ESTROPAUSE MENOPAUSE SUPPORT 80SG,3611.66,283,124
7.0,Extra-Energy Thermo-Fuel Max Fat Burner 100ct,506.09,31,11
7.0,EXTRA ENERGY THERMO FUEL MAX FAT BURNER 100SG,3818.159999999999,217,91
7.0,Extra Strength Ashwagandha 60ct,3863.5800000000004,303,51
7.0,EXTRA STRENGTH ASHWAGANDHA 60SG,8953.379999999996,594,224
7.0,EXTRA STRENGTH CBD 50MG VALUE SIZE 90SG ,4473,70,29
7.0,EXTRA STRENGTH CBD + POWER TO SLEEP 60SG,38.03,2,1
7.0,EXTRA STRENGTH COLON FLUSH 60SG,2783.1600000000008,217,82
7.0,EXTRA STRENGTH ONE PER DAY CBD 50MG 15SG,806.95,51,20
7.0,EXTRA STRENGTH ONE PER DAY CBD 50MG 15SG ##V,98.35000000000001,6,3
7.0,EXTRA STRENGTH TESTOSTERONE UP PRO GROWTH 60SG,5635.36,256,110
7.0,EXTRA STRENGTH TESTOSTERONE UP X2 60SG,3578.9500000000007,161,80
7.0,FEMALE BALANCE KSM-66,47.98,2,1
7.0,FEMALE BALANCE KSM-66 60CAP,6168.500000000002,373,122
7.0,FISH OIL 2X POTENCY TBDM,47.97,3,2
7.0,FORSKOLIN FAT LOSS DIET 60SG,3476.2300000000005,238,86
7.0,Forskolin Fat Loss Diet Stimulator,31.26,2,1
7.0,FORSKOLIN LIPO STIMULATOR,73.56,4,2
7.0,GARCINIA HCA FAT REDCTION,0,0,1
7.0,GARCINIA HCA FAT REDUCTION DIET 90SG,669.79,47,25
7.0,GINKGO BILOBA 2X POTENCY,139.92999999999998,7,4
7.0,GINKGO FOCUS&MEMORY VALUE,951.6599999999999,34,9
7.0,GINKGO MAX FOCUS & MEMORY,399.75,25,14
7.0,Ginkgo Smart,318.19000000000005,23,9
7.0,GINKGO SMART MAX FOCUS & MEMORY 120SG,13437.639999999985,598,235
7.0,Ginkgo Smart Maximum Focus & Memory 120ct VALUE SIZE,96.36,4,2
7.0,Ginkgo Smart Maximum Focus & Memory 60ct,3195.11,274,78
7.0,GINKGO SMART MAXIMUM FOCUS & MEMORY 60SG,8607.970000000005,682,291
7.0,GINZA PLUS ENDURANCE VITALITY BALANCE 75SG,515.33,46,26
7.0,Gluten & Dairy Digestive Aid 50ct,71.94,6,3
7.0,GLUTEN & DAIRY DIGESTIVE AID 50SG,96.9,8,3
7.0,Good Mood Sleep PM,54.36,4,2
7.0,GOOD MOOD SLEEP PM,31.98,2,1
7.0,GOOD MOOD SLEEP PM 54SG,1942.9500000000007,156,59
7.0,Green Tea Fat Metabolizer,16.990000000000002,1,1
7.0,GREEN TEA FAT METABOLIZER,639.7600000000001,24,13
7.0,Green Tea Fat Metabolizer 75ct,546.6800000000001,36,11
7.0,GREEN TEA FAT METABOLIZER 75SG,4646.800000000001,291,119
7.0,GREEN TEA FAT METABOLIZER VALUE 150SG,2448.02,84,38
7.0,GUT TO BRAIN HUNGER CNTRL,153.54,6,3
7.0,Gut to Brain Hunger Control,65.25,3,1
7.0,Gut-to-Brain Hunger Control 60ct,1189.78,64,14
7.0,GUT TO BRAIN HUNGER CONTROL 60SG,4420.620000000001,227,94
7.0,Hair Follicle Stimulator,20.39,1,1
7.0,HAIR FOLLICLE STIMULATOR,287.88,12,8
7.0,HAIR FOLLICLE STIMULATOR 60SG,2665,161,66
7.0,HAIR & NAILS LONG+STRONG,495.69,31,18
7.0,HEALTHY BRAIN 24HR FOCUS,263.89,11,9
7.0,HEALTHY BRAIN ALA 60CAPS,1614.23,122,57
7.0,Healthy Brain All Day Focus,81.56,4,2
7.0,HEALTHY BRAIN ALL DAY FOCUS 60SG,3884.6400000000003,203,79
7.0,Healthy Flow Saw Palmetto,39.42,2,2
7.0,HEALTHY FLOW SAW PALMETTO,371.03999999999996,16,6
7.0,HEALTHY FLOW SAW PALMETTO 60SG,4701.399999999998,255,94
7.0,HEALTHY TRACT PREBIOTIC 60SG,853.5400000000001,74,29
7.0,HEALTHY TRACT PREBIOTIC 60SG ##V,256,24,10
7.0,HIGH POTENCY D3 & K2 COMPLEX 60SG,10239.840000000004,899,273
7.0,High Potency Mega D3 K2 Turmeric Extract,65.47,5,3
7.0,High Potency Mega D3+K2 Turmeric Extract 60ct,4547.449999999998,505,89
7.0,IMMUNO-SHIELD ALL SEASON,1007.4,60,10
7.0,Immuno-Shield All Season Wellness 100ct,3258.1099999999997,294,42
7.0,IMMUNO SHIELD ALL SEASON WELLNESS 100SG,5450.26,431,105
7.0,IMMUNO-SHIELD W/ SAMBUCUS,302.19,21,4
7.0,IMMUNO-SHIELD W/ SAMBUCUS ELDERBERRY 60SG,1962.1399999999996,175,58
7.0,Inflamma Less,19.03,1,1
7.0,INFLAMMA-LESS,940.3799999999999,42,12
7.0,Inflamma-Less 80ct,16.79,1,1
7.0,INFLAMMA LESS 80SG,11372.089999999997,643,160
7.0,KETO-KARMA BURN FAT RED,59.97,3,1
7.0,Keto-Karma Burn Fat RED 72ct,50.01,3,1
7.0,KETO KARMA BURN FAT RED 72SG,850.5200000000001,55,29
7.0,KIDNEY & LIVER SUPER CLNS,1139.43,57,26
7.0,L Arginine + Horny Goat Weed,104.94,6,3
7.0,L-ARGININE+HORNYGOAT WEED,459.77,23,12
7.0,L-ARGININE + HORNY GOAT WEED 72SG,7677.249999999998,481,218
7.0,L Citruline + L Arginine,199.87,14,2
7.0,L-CITRULLINE+L-ARGININE,287.82,18,7
7.0,L-CITRULLINE + L ARGININE 60SG,6169.290000000001,480,193
7.0,Libido Max for Active Men,44.849999999999994,3,2
7.0,LIBIDO-MAX FOR ACTIVE MEN,123.13000000000001,7,3
7.0,LIBIDO MAX FOR ACTIVE MEN 60SG,8594.780000000002,616,247
7.0,LIBIDO-MAX RED TURBO,249.47,13,4
7.0,Liver Detox & Blood Refresh,53.97,3,2
7.0,LIVER DETOX&BLOOD REFRESH,559.72,28,12
7.0,Liver Detox & Blood Refresh 60ct,2823.9000000000005,228,43
7.0,LIVER DETOX & BLOOD REFRESH 60SG,11738.920000000002,742,313
7.0,Living Green Liquid-Gel Multi for MEN 120ct VALUE SIZE,119.73,5,1
7.0,Living Green Liquid-Gel Multi for MEN 90ct,2834.5700000000006,165,71
7.0,Living Green Liquid-Gel Multi for WOMEN 120ct VALUE SIZE,74,3,1
7.0,Living Green Liquid-Gel Multi for WOMEN 90ct,2243.31,128,63
7.0,Living Green Men's Multi,62.61,3,2
7.0,LIVING GREEN MULTI FOR MEN 90SG,5007.459999999999,271,110
7.0,LIVING GREEN MULTI FOR MEN VALUE 120SG,14307.130000000008,605,246
7.0,LIVING GREEN MULTI FOR WOMEN 90SG,3652.4299999999994,197,82
7.0,LIVING GREEN MULTI FOR WOMEN VALUE SIZE 120SG,8309.980000000001,350,148
7.0,LIVING GREEN MULTI MEN,1920.1099999999997,69,22
7.0,LIVING GREEN MULTI WOMEN,890.8600000000001,34,13
7.0,Living Green Women's Multi,160,8,5
7.0,LONGER STRONGER HAIR&NAIL,391.86,14,6
7.0,Longer Stronger Hair & Nails 60ct,2078.3,180,66
7.0,LONGER STRONGER HAIR & NAILS 60SG,8224.05,651,264
7.0,LONGER STRONGER HAIR & NAILS VALUE SIZE 120SG,8403.34,377,152
7.0,Longer Stroniger Hair & Nails,67.96000000000001,5,2
7.0,LONGJACK EXTRACT+POTENCY,175.89999999999998,10,5
7.0,LONGJACK EXTR+POTENCY WOOD PRIMAL MALE 60CAPS,2466.0599999999995,192,92
7.0,Love My Legs,39.42,2,1
7.0,LOVE MY LEGS,23.19,1,2
7.0,LOVE MY LEGS VEIN + CIRCULATION 60SG,1924.0699999999997,104,38
7.0,Maca Root and Ashwagandha 75ct,3597.600000000001,240,53
7.0,MACA ROOT AND ASHWAGANDHA 75SG,11164.659999999998,710,270
7.0,Maca Root & Ashwagandha,101.94000000000001,6,3
7.0,MACA ROOT & ASHWAGANDHA,439.78,22,14
7.0,MACA ROOT + ASHWAGANDHA 42GUMMIES,1209.3200000000002,184,82
7.0,MAGNESIUM+ASHWAGANDHA X3,263.85,15,5
7.0,MAGNESIUM + BEETS & COQ10,86.36,4,3
7.0,MAGNESIUM + BEETS & COQ10 60CAP,1150.94,181,98
7.0,MAGNESIUM + MILK THISTLE & TURMERIC 60CAP,932.02,182,100
7.0,MAGNESIUM + WHOLE-BODY BALANCE 30GUMMIES,857.6400000000001,143,68
7.0,Maximum Strength 3-in-1 Carb Blocker 75ct,2511.36,226,54
7.0,MEGA B12 ONE PER DAY 60SG,9318.200000000004,729,261
7.0,MEGA B-COMPLEX ADV ABSORB,935.3499999999999,65,19
7.0,Mental Clarity Information Retention,17.990000000000002,1,1
7.0,MENTAL CLARITY INFORMATION RETENTION 60SG,2138.4499999999994,137,70
7.0,MENTAL CLARIY RETENTION,399.79999999999995,20,7
7.0,Mighty Moringa,127.11,9,4
7.0,MIGHTY MORINGA,671.58,42,18
7.0,Mighty Moringa 60ct,6582.509999999998,568,111
7.0,MIGHTY MORINGA 60SG,19653.369999999995,1537,404
7.0,MILK THISTLE LIVER CLEANS,434.75,25,10
7.0,Milk Thistle Liver Cleanse,299.1,18,9
7.0,Milk Thistle Liver Cleanse 60ct,633.7199999999999,48,23
7.0,MILK THISTLE LIVER CLEANSE 60T,2541.5699999999997,180,62
7.0,Milk Thistle Liver Detox,34.02,2,2
7.0,MILK THISTLE LIVER DETOX,128.73000000000002,7,4
7.0,MILK THISTLE LIVER DETOX 30GUMMIES,1209.3200000000002,187,83
7.0,Milk Thistle Liver Detox 60ct,4800.159999999998,390,73
7.0,MILK THISTLE LIVER DETOX 60SG,15002.469999999987,1058,364
7.0,MILK THISTLE TRIPLE DETOX 60SG,466.76000000000005,94,60
7.0,MULTI-HERB CLEANSE,125.94,6,1
7.0,MULTI HERB COLON CLEANSE ECONOMY SIZE 275SG,1328.85,79,36
7.0,MULTI HERB DIGEST & DETOX,125.93999999999998,6,4
7.0,MULTI-HERB DIGEST & DETOX 275T,240.10000000000002,14,10
7.0,MUSHROOM & IMMUNE SUPPORT,36.78,2,1
7.0,NEXT LEVEL STEEL LIBIDO,263.89,11,8
7.0,Next Level Steel Libido X2,122.34,6,4
7.0,Next Level Steel Libido X2 75ct,3607.2000000000007,210,61
7.0,NEXT LEVEL STEEL LIBIDO X2 MACA & L ARGININE 75SG,8017.320000000003,421,176
7.0,NITRIC OXIDE POWER,562.8800000000001,32,19
7.0,Nitric Oxide Pre Sport,128.73000000000002,7,2
7.0,NITRIC OXIDE PRESPORT,1802.2200000000003,98,24
7.0,Nitric Oxide Pre Sport 60ct,6906.169999999998,523,108
7.0,NITRIC OXIDE PRE-SPORT 60SG,21830.219999999983,1515,470
7.0,One-Per-Day Mega B-12 60ct,2214.4800000000005,201,64
7.0,Only One Liquid Gel Multi with Iron,31.66,2,1
7.0,Only One Liquid-Gel Multi WITH IRON 60ct,1714.7000000000003,134,53
7.0,ONLY ONE MULTI NO IRON,334.21000000000004,19,6
7.0,ONLY ONE MULTI W/ IRON,246.26000000000002,14,6
7.0,ONLY ONE MULTI WITH IRON 60SG,4164.820000000001,302,114
7.0,ONLY ONE MULTI WITHOUT IRON 60SG,5522.61,404,127
7.0,Optimuim Strength Testosterone UP PRO Growth,190.33,8,3
7.0,POWER 2 SLEEP NOMELATONIN,33.58,2,1
7.0,Power Male Horny Goat Weed w/ Nitric Oxide Boost,122.31,9,4
7.0,POWER MALE HORNY GOAT WEED W/OUT BOOSTER 60SG,7104.859999999998,555,245
7.0,Power to Sleep,166.27999999999997,12,8
7.0,POWER TO SLEEP MAGNESIUM PM+FLOWER 60CAP,835.2800000000002,194,103
7.0,POWER TO SLEEP PM,694.91,29,11
7.0,Power to Sleep PM 60ct,3862.05,327,101
7.0,POWER TO SLEEP PM 60SG,8592.279999999999,676,256
7.0,POWER TO SLEEP PM 6MG,554.0699999999999,33,10
7.0,Power to Sleep PM 6mg Melatonin 60ct,37.77,3,1
7.0,POWER TO SLEEP PM 6MG MELATONIN 60SG,5225.469999999998,388,164
7.0,POWER TO SLEEP PM MAGNES,47.97,3,1
7.0,Power to Sleep PM Melatonin 6 mg,14.27,1,1
7.0,Power to Sleep PM Melatonin Free,28.54,2,1
7.0,POWER TO SLEEP PM MELATONIN FREE 50SG,5400.38,403,144
7.0,POWER TO SLEEP PM VALUE SIZE 120SG,13842.010000000002,587,216
7.0,Pro-Active Male Prosta-Strong Healthy Urinary Flow 180ct VALUE SIZE,238,6,1
7.0,Pro-Active Male Prosta-Strong Healthy Urinary Flow 90ct,4331.01,216,77
7.0,Pro Active Nitric Oxide PWR Blood Flow Booster,401.92,26,8
7.0,PROACTIVE NITRIC OXIDE PWR BLOOD FLW BOOSTER 60SG,15654.870000000017,1116,325
7.0,Prosta Strong,153.94,6,4
7.0,PROSTA-STRONG,1680.41,39,18
7.0,PROSTA STRONG 90SG,17546.939999999984,794,299
7.0,Prosta Strong Red,193.11,9,5
7.0,PROSTA-STRONG RED,983.5900000000001,41,16
7.0,Prosta-Strong RED 80ct,5045.969999999999,327,52
7.0,PROSTA STRONG RED 80SG,14649.100000000006,771,272
7.0,PROSTA STRONG VALUE SIZE 180SG,20262.799999999996,474,193
7.0,PURE DEFENSE MUSHROOM 8 IMMUNE SUPPORT 60SG,1712.46,116,57
7.0,PWR MALE HORNY GOAT WEED,0,0,1
7.0,Quick Energy RED Liquid Gel Multi,57.21,3,2
7.0,Quick Energy RED Liquid-Gel Multi 72ct,1408.5300000000002,92,39
7.0,QUICK ENERGY RED MULTI,194.31,9,3
7.0,QUICK ENERGY RED MULTI 72SG,1860.1299999999997,107,49
7.0,Rapid-Acting Testosterone UP ThermoBurn-MAX,21.75,1,1
7.0,RAPID-ACTING TESTOSTERONE UP THERMO BURN-MAX 60CAP,2001.8500000000004,98,42
7.0,RESPIRATORY CLEANSE & DEFENSE 60T,7386.349999999997,755,201
7.0,Respiratory Support & Defense,749.36,65,18
7.0,Respiratory Support & Defense 60ct,1086.57,103,16
7.0,RESPRITORY CLEAN&DEFENSE,779.3500000000001,65,17
7.0,Sensual Woman Edurance Stress Libido,38.06,2,2
7.0,SENSUAL WOMAN ENDURANCE STRESS LIBIDO 60SG,2940.4300000000003,168,77
7.0,SHATAVARI ROSE MIND & BODY FOR WOMEN 60CAPS,1589.22,148,69
7.0,SLEEP FIT PM FAT BURNER,39.98,2,1
7.0,SLEEP FIT PM FAT BURNER 60CAPS,2875.23,179,90
7.0,Steel Libido,88.95000000000002,5,3
7.0,Steel-Libido 75ct,1963.0400000000002,146,50
7.0,STEEL-LIBIDO FOR MEN,592.0699999999999,23,11
7.0,STEEL LIBIDO FOR MEN 75SG,7123.68,447,183
7.0,STEEL LIBIDO FOR MEN VALUE SIZE 150SG,3658.210000000001,118,67
7.0,Steel Libido for Women,144.93,8,3
7.0,STEEL-LIBIDO FOR WOMEN,343.80999999999995,19,12
7.0,STEEL LIBIDO FOR WOMEN 48SG,2337.3200000000006,184,84
7.0,Steel-Libido for WOMEN 75ct,2477.1600000000003,162,34
7.0,STEEL LIBIDO FOR WOMEN 75SG,4657.3200000000015,292,146
7.0,STEEL LIBIDO MAX3 + NITRIC OXIDE BOOSTER 75SG,245.57999999999998,14,4
7.0,STEEL LIBIDO MAX3 + NITRIC OXIDE BOOSTER 75SG ##V,69.57,4,1
7.0,STEEL-LIBIDO PEAK TESTOST,59.97,3,1
