sales_rep,product_name,revenue_ytd,units_ytd,txn_count
83.0,GUT TO BRAIN HUNGER CNTRL,51.18,2,1
83.0,Gut to Brain Hunger Control,87,4,2
83.0,Gut-to-Brain Hunger Control 60ct,2279.77,120,3
83.0,GUT TO BRAIN HUNGER CONTROL 60SG,202.67000000000002,9,3
83.0,Hair Follicle Stimulator,40.78,2,2
83.0,Hair Follicle Stimulator 60ct,0,12,7
83.0,HAIR & NAILS LONG+STRONG,31.98,2,2
83.0,HEALTHY BRAIN 24HR FOCUS,23.99,1,1
83.0,HEALTHY BRAIN ALA 60CAPS,86.36,4,1
83.0,Healthy Brain ALA 60ct,0,13,7
83.0,Healthy Brain ALA & BacoMind,20.39,1,1
83.0,HEALTHY BRAIN ALA&BACOPA,47.98,2,2
83.0,Healthy Brain All-Day Focus 50ct,690.48,72,2
83.0,Healthy Brain All-Day Focus 60ct,0,2,2
83.0,Healthy Flow Saw Palmetto,85.80000000000001,4,4
83.0,Healthy-Flow Saw Palmetto 60ct,834.7199999999999,48,1
83.0,Healthy Tract Prebiotic,27.18,2,1
83.0,HEALTHY TRACT PREBIOTIC 60SG ##V,13.91,1,1
83.0,HIGH POTENCY D3 & K2 COMPLEX 60SG,167.93,13,4
83.0,High Potency Mega D3 K2 Turmeric Extract,53.24,4,3
83.0,High Potency Mega D3+K2 Turmeric Extract 60ct,1545.53,167,10
83.0,Immuno-Shield All Season Wellness 100ct,11980.869999999999,1205,11
83.0,IMMUNO SHIELD ALL SEASON WELLNESS 100SG,46.17,3,2
83.0,Inflamma Less,60.45,3,3
83.0,INFLAMMA-LESS,0,0,1
83.0,Inflamma-Less 80ct,50.37,5,3
83.0,INHOLTRA LUBRI-JOINT 120C,217,10,2
83.0,Inholtra Premium Lubri-Joint,377.86,14,4
83.0,Keto-Karma Burn Fat RED 72ct,683.54,48,2
83.0,KIDNEY & LIVER SUPER CLNS,79.96,4,4
83.0,L-Arginine + Horney Goat Weed 75ct,1043.3,78,5
83.0,L Arginine + Horny Goat Weed,16.990000000000002,1,1
83.0,L-ARGININE + HORNY GOAT WEED 72SG,216.29000000000002,13,5
83.0,L Citruline + L Arginine,13.59,1,1
83.0,L-Citrulline + L-Arginine 60ct,834.5,76,5
83.0,L-CITRULLINE + L ARGININE 60SG,82.51,6,3
83.0,Libido-Max 75ct,1611.84,96,4
83.0,Libido Max for Active Men,102.9,6,6
83.0,LIBIDO-MAX FOR ACTIVE MEN,17.59,1,1
83.0,Libido-Max for Active Men 60ct,0,6,3
83.0,LIBIDO MAX FOR ACTIVE MEN 60SG,329.09999999999997,22,13
83.0,Liquid Collagen Skin Revitalization 10ct,186.96,24,1
83.0,Liver Detox & Blood Refresh,198.89000000000001,11,6
83.0,LIVER DETOX&BLOOD REFRESH,59.97,3,4
83.0,Liver Detox & Blood Refresh 60ct,0,12,5
83.0,LIVER DETOX & BLOOD REFRESH 60SG,250.09000000000003,17,6
83.0,Living Green Liquid-Gel Multi for MEN 120ct VALUE SIZE,1331.3999999999999,60,2
83.0,Living Green Liquid-Gel Multi for MEN 90ct,1286.8600000000001,77,6
83.0,Living Green Liquid-Gel Multi for WOMEN 120ct VALUE SIZE,532.56,25,2
83.0,Living Green Liquid-Gel Multi for WOMEN 90ct,1043.4,60,2
83.0,Living Green Men's Multi,105.50999999999999,5,4
83.0,LIVING GREEN MULTI FOR MEN VALUE 120SG,26.63,1,1
83.0,LIVING GREEN MULTI FOR WOMEN 90SG,20.18,1,1
83.0,LIVING GREEN MULTI FOR WOMEN VALUE SIZE 120SG,0,1,1
83.0,LIVING GREEN MULTI MEN,75.97,3,2
83.0,LIVING GREEN MULTI WOMEN,29.59,1,1
83.0,Living Green Women's Multi,62.61,3,2
83.0,LONGER STRONGER HAIR&NAIL,0,0,1
83.0,Longer Stronger Hair & Nails 120ct Value Size,503.76,24,2
83.0,Longer Stronger Hair & Nails 60ct,978.38,88,6
83.0,LONGER STRONGER HAIR & NAILS 60SG,156.38,11,6
83.0,Longer Stroniger Hair & Nails,15.99,1,1
83.0,Longjack Extract Potency Wood Primal-Male 60ct,0,11,6
83.0,LONGJACK EXTR+POTENCY WOOD PRIMAL MALE 60CAPS,126.65,8,1
83.0,Love My Legs,59.13,3,2
83.0,LOVE MY LEGS,208.71,9,3
83.0,Love My Legs 60ct,417.36,24,1
83.0,Maca Root and Ashwagandha 75ct,0,21,11
83.0,MACA ROOT AND ASHWAGANDHA 75SG,207.08000000000004,15,9
83.0,Maca Root & Ashwagandha,113.94,6,3
83.0,MACA ROOT + ASHWAGANDHA 42GUMMIES,63.96,8,2
83.0,MAGNESIUM+ASHWAGANDHA X3,70.36,4,2
83.0,MAGNESIUM + BEETS & COQ10 60CAP,35.41,5,3
83.0,Magnesium + Beets & CoQ10 60ct,0,30,7
83.0,Magnesium + Milk Thistle & Turmeric,55.050000000000004,3,2
83.0,MAGNESIUM + MILK THISTLE & TURMERIC 60CAP,21.59,8,5
83.0,Magnesium + Milk Thistle & Turmeric 60ct,0,28,7
83.0,MAGNESIUM + WHOLE-BODY BALANCE 30GUMMIES,47.96,8,2
83.0,Maximum Strength 3-in-1 Carb Blocker 150ct VALUE SIZE,25,1,1
83.0,Maximum Strength 3-in-1 Carb Blocker 75ct,0,20,9
83.0,MEGA B12 ONE PER DAY 60SG,14.39,1,1
83.0,MEGA B-COMPLEX ADV ABSORB,14.39,1,1
83.0,Mental Clarity Information Retention,39.98,2,1
83.0,Mental Clarity Information Retention 60ct,0,1,1
83.0,MENTAL CLARITY INFORMATION RETENTION 60SG,0,1,1
83.0,Mighty Moringa,179.88000000000002,12,7
83.0,MIGHTY MORINGA,31.98,2,1
83.0,Mighty Moringa 60ct,0,6,3
83.0,MIGHTY MORINGA 60SG,103.77,7,4
83.0,Milk Thistle Liver Cleanse,52.17,3,2
83.0,Milk Thistle Liver Cleanse 60ct,332.06999999999994,35,15
83.0,Milk Thistle Liver Detox,141.60000000000002,8,5
83.0,MILK THISTLE LIVER DETOX,91.95,5,2
83.0,MILK THISTLE LIVER DETOX 30GUMMIES,63.96,8,2
83.0,Milk Thistle Liver Detox 60ct,1180.96,116,17
83.0,MILK THISTLE LIVER DETOX 60SG,278.79,21,8
83.0,Milk Thistle Triple-Detox 60ct,0,40,7
83.0,MILK THISTLE TRIPLE DETOX 60SG,0,5,3
83.0,MULTI-HERB CLEANSE,20.99,1,1
83.0,Multi-Herb Colon Cleanse 275ct ECONOMY SIZE,188.88,22,5
83.0,MULTI HERB COLON CLEANSE ECONOMY SIZE 275SG,90.68,6,1
83.0,MULTI HERB DIGEST & DETOX,20.99,1,1
83.0,MULTI-HERB DIGEST & DETOX 275T,51.64,3,1
83.0,Multi Herb Digestion & Detox Support 275ct ECONOMY SIZE,0,10,4
83.0,MULTI-TESTOSTERONE BOOSTR,95.96,4,2
83.0,Next Level Steel Libido X2,23.99,1,1
83.0,Next Level Steel Libido X2 75ct,0,2,2
83.0,NEXT LEVEL STEEL LIBIDO X2 MACA & L ARGININE 75SG,248.52,13,7
83.0,Nitric Oxide Pre Sport,175.62,10,4
83.0,NITRIC OXIDE PRESPORT,55.17,3,1
83.0,Nitric Oxide Pre Sport 60ct,27.58,6,3
83.0,NITRIC OXIDE PRE-SPORT 60SG,288.17,21,13
83.0,One Per Day Mega B12,54.36,4,3
83.0,One-Per-Day Mega B-12 60ct,0,7,4
83.0,Only One Liquid Gel Multi with Iron,47.489999999999995,3,2
83.0,Only One Liquid-Gel Multi WITH IRON 60ct,633.12,48,2
83.0,Only One Liquid Gel Multi without Iron,17.59,1,1
83.0,Optimuim Strength Testosterone UP PRO Growth,27.99,1,1
83.0,Optimum-Strength Testosterone UP PRO-Growth 60ct,0,2,1
83.0,Power Male Horny Goat Weed w/ Nitric Oxide Boost,75.15,5,4
83.0,POWER MALE HORNY GOAT WEED W/OUT BOOSTER 60SG,117.19,9,6
83.0,Power to Sleep,248.64000000000001,16,7
83.0,POWER TO SLEEP MAGNESIUM PM+FLOWER 60CAP,15.99,8,5
83.0,Power to Sleep Magnesium PM + Relaxing Flower Complex,13.59,1,1
83.0,PowertoSleepMagnesiumPM+RelaxingFlowerComplex60ct,0,28,7
83.0,POWER TO SLEEP PM,294.25,15,10
83.0,Power to Sleep PM 120ct VALUE SIZE,0,2,1
83.0,Power to Sleep PM 60ct,23.98,26,15
83.0,POWER TO SLEEP PM 60SG,36.94,3,1
83.0,Power to Sleep PM 6mg Melatonin 60ct,0,8,3
83.0,POWER TO SLEEP PM 6MG MELATONIN 60SG,57.76,4,2
83.0,Power to Sleep PM Melatonin 6 mg,83.94999999999999,5,3
83.0,Power to Sleep PM Melatonin Free,33.58,2,2
83.0,Power to Sleep PM Melatonin-Free 50ct,0,10,5
83.0,POWER TO SLEEP PM MELATONIN FREE 50SG,15.11,1,1
83.0,POWER TO SLEEP PM VALUE SIZE 120SG,26.63,1,1
83.0,Pro-Active Male Prosta-Strong Healthy Urinary Flow 180ct VALUE SIZE,0,2,1
83.0,Pro-Active Male Prosta-Strong Healthy Urinary Flow 90ct,125.94,16,7
83.0,Pro Active Nitric Oxide PWR Blood Flow Booster,77.39,5,3
83.0,Pro-Active Nitric Oxide PWR Blood-Flow Booster 60ct,0,2,2
83.0,PROACTIVE NITRIC OXIDE PWR BLOOD FLW BOOSTER 60SG,411.6,26,2
83.0,Prosta Strong,27.99,1,1
83.0,PROSTA-STRONG,107.18,2,1
83.0,PROSTA STRONG 90SG,827.0799999999999,36,12
83.0,Prosta Strong Red,163.12,8,4
83.0,Prosta-Strong RED 80ct,21048.3,1330,7
83.0,PROSTA STRONG RED 80SG,144.89,7,4
83.0,PROSTA STRONG VALUE SIZE 180SG,94.85,2,2
83.0,Pure Defense Mushroom-8 Immune Support 60ct,0,6,2
83.0,PWER 2 SLEEP NO MELATONIN,16.79,1,1
83.0,Quick Energy RED Liquid-Gel Multi 72ct,1165.68,73,2
83.0,QUICK ENERGY RED MULTI,21.59,1,1
83.0,Rapid-Acting Testosterone UP ThermoBurn-MAX,43.5,2,1
83.0,"Rapid-Acting Testosterone UP ThermoBurn-Max, 60ct",0,9,5
83.0,RESPIRATORY CLEANSE & DEFENSE 60T,548.16,53,19
83.0,Respiratory Support & Defense 60ct,1503.5900000000001,163,19
83.0,Sensual Woman Edurance Stress Libido,22.39,1,1
83.0,Sensual Woman Endurance*Stress*Libido 60ct,0,1,1
83.0,SENSUAL WOMAN ENDURANCE STRESS LIBIDO 60SG,74.78,4,3
83.0,SHATAVARI ROSE MIND & BODY FOR WOMEN 60CAPS,90.41,6,2
83.0,Shatavari-Rose Mind & Body for Women 60ct,0,7,4
83.0,SLEEP FIT PM FAT BURNER,39.98,2,1
83.0,SLEEP FIT PM FAT BURNER 60CAPS,121.13999999999999,7,3
83.0,Sleep Fit PM Fat Burner 60ct,0,4,2
83.0,Steel Libido,73.96,4,3
83.0,Steel-Libido 75ct,2122.58,145,5
83.0,STEEL-LIBIDO FOR MEN,39.98,2,1
83.0,STEEL LIBIDO FOR MEN 75SG,244.67999999999998,16,3
83.0,Steel Libido for Women,230.88000000000002,12,7
83.0,STEEL LIBIDO FOR WOMEN 48SG,27.82,2,1
83.0,Steel-Libido for WOMEN 75ct,179.88,16,3
83.0,STEEL LIBIDO MAX3 + NITRIC OXIDE BOOSTER 75SG ##V,62.61,3,1
83.0,STEEL-LIBIDO PEAK TESTOST,19.99,1,1
83.0,Steel Libido Peak Testosterone,127.92999999999999,7,4
83.0,Steel-Libido Peak Testosterone 75ct,1756.83,122,4
83.0,STEEL LIBIDO PEAK TESTOSTERONE 75SG,89.94999999999999,5,2
83.0,Steel Libido PINK for Women,46.38,2,2
83.0,STEEL LIBIDO PINK FOR WOMEN 60SG,40.35,2,1
83.0,Steel Libido RED,537.15,27,10
83.0,STEEL-LIBIDO RED,79.96,4,2
83.0,Steel-Libido RED 75ct,0,23,12
83.0,STEEL LIBIDO RED 75SG,421.78,25,7
83.0,STEEL LIBIDO RED VALUE SIZE 150SG,32.39,1,1
83.0,Stored Fat Belly Burner,375.77,23,14
83.0,STORED FAT BELLY BURNER,71.97,3,2
83.0,Stored Fat Belly Burner 60ct,1899.85,188,12
83.0,STORED FAT BELLY BURNER 60SG,2567.41,191,13
83.0,Stored-Fat Belly Burner plus CalorieBurn 40ct,0,14,7
83.0,STORED FAT BELLY BURNER PLUS CALORIE BURN GP 40SG,261.19,20,11
83.0,STORED FAT BELLY BURNER VALUE SIZE 100SG,20.87,1,1
83.0,Stress Defy,45.86,2,2
83.0,STRESS-DEFY,49.58,2,2
83.0,Stress-Defy 84ct,0,9,4
83.0,"STRESS-DEFY BALANCED, RELAXED, FOCUSED 30GUMMIES",63.96,8,2
83.0,STRESS DEFY OPTIMAL SLEEP,23.19,1,1
83.0,Stress Defy Sleep PM 50ct,0,1,1
83.0,STRESS DEFY SLEEP PM 50SG,76.08,4,4
83.0,SUNNY MOOD,291.07000000000005,13,6
83.0,SUNNY MOOD W/ 5-HTP,313.46000000000004,14,3
83.0,Sunny Mood with 5 HTP,22.39,1,1
83.0,Sunny Mood with 5-HTP 80ct,3475.53,207,2
83.0,SUNNY MOOD WITH 5 HTP 80SG,2176.3,108,4
83.0,Sunny Mood with Rhodiola 75ct,0,12,5
83.0,SUNNY MOOD WITH RHODIOLA 75SG,143.07,7,3
83.0,Super Cleanse,882.7700000000001,55,12
83.0,Super Cleanse 100ct,1596.46,160,56
83.0,SUPER CLEANSE 100T,502.72,49,16
83.0,Super Cleanse 200ct ECONOMY SIZE,1308.0100000000002,101,22
83.0,SUPER CLEANSE 200T,688.5800000000002,44,7
83.0,SUPER CLEANSER 100 PS,402.88000000000005,32,11
83.0,SUPER CLEANSER 200 PS,92.95,5,1
83.0,Testosterone Extra Fat Burner,79.48,4,2
83.0,Testosterone-Extra Fat Burner 60ct,419.75,31,5
83.0,Testosterone Mega Boost RED,67.57,3,3
83.0,Testosterone Mega-Boost Red 56ct,0,2,1
83.0,TESTOSTERONE MEGA BOOST RED 56SG,72.53999999999999,6,3
83.0,TESTOSTERONE MEGA BOOST RED 68SG,209.64,9,5
83.0,Testosterone UP 60ct,0,4,2
83.0,TESTOSTERONE UP MAX3 + NITRIC OXIDE BOOSTER 60SG,24.92,1,1
83.0,TESTOSTERONE UP PEAK PERFORMANCE 30GUMMIES,63.96,8,2
83.0,Testosterone Up RED,52.78,2,1
83.0,TESTOSTERONE UP RED 32SG,14.39,1,1
83.0,Testosterone UP RED 60ct,2201.3199999999997,135,14
83.0,TESTOSTERONE UP RED 60SG,85.5,6,4
83.0,TESTOSTERONE UP RED VALUE SIZE 100SG,104.28,3,2
83.0,Testosterone UP Strength & Size,95.16,4,3
83.0,TESTOSTERONE UP STRENGTH & SIZE 60SG,87.6,4,3
83.0,TESTOSTERONE XTRA STRNGTH,127.96,4,2
83.0,Thermo Burn Stubborn Fat Metabolizer,33.980000000000004,2,1
83.0,Thermo Burn Stubborn Fat Metabolizer 60ct,2572.24,181,5
83.0,THERMO BURN STUBBORN FAT METABOLIZER 60SG,111.53999999999999,7,3
83.0,Triple Boost Caffeine Free Energy,18.39,1,1
83.0,Triple-Boost Caffeine-Free Energy 75ct,0,1,2
83.0,Triple Diet Fat Reduction Max Accelerator 72ct,949.68,76,3
83.0,TRIPLE DIET FAT REDUCTION MAX ACCELERATOR 72SG,88.99000000000001,6,5
83.0,Triple Source Magnesium Ashwagandha,70.36,4,4
83.0,Triple Source MAGNESIUM ASHWAGANDHA 60ct,1772.7399999999998,154,8
83.0,Triple Tea Fat Burner,19.99,1,1
83.0,Triple-Tea Fat Burner 75ct,14.99,2,2
83.0,Turbo-Energy Libido-Max RED,32.62,2,1
83.0,TURBO-ENERGY LIBIDO-MAX RED 72CAP,0,5,3
83.0,Turbo-Energy Libido-Max RED 72ct,0,28,7
83.0,TURMERIC WHOLE-BODY EXTRA,31.98,2,2
83.0,"TYPE 1,2,3 COLLAGEN PEPTI",0,0,1
83.0,"TYPE I, II & III COLLAGEN PEPTIDES+ASTAX 60SG",13.88,61,2
83.0,"Type I, II & III Collagen Peptides + Astaxanthin 60ct",362.66,28,2
83.0,ULTIMATE CLEANSE 120+120T,627.5600000000001,31,15
83.0,Ultimate Cleanse (2 Part Program),2320.06,134,19
83.0,ULTIMATE CLEANSE 7 DAY,119.9,10,4
83.0,Ultimate Cleanse (Herb & Fiber),119.94999999999999,5,5
83.0,ULTIMATE CLEANSER,167.93,7,3
83.0,Urgent Rescue Mega Vita-C 60ct,0,8,3
83.0,URINARY CLEANSE & FLUSH,59.95,5,3
83.0,URINARY CLEANSE & FLUSH 60C,170.13,23,13
83.0,Urinary Flush & Support 60ct,924.22,100,40
83.0,V02 FAT BURNER MAX,143.94,6,3
83.0,Vision Sharp Multi Nutrient Eye Health,16.990000000000002,1,1
83.0,Vision Sharp Multi-Nutrient Eye Health 42ct,719.52,76,4
83.0,VISION SHARP MULTI NUTRIENT EYE HEALTH 42SG,104.35,6,1
83.0,Vita C Plus Urgent Rescue,27.18,2,1
83.0,Vitality & Recovery Testosterone Up for Men 60+ 60ct,0,14,7
83.0,VO2 MAX PERFORMANCE FAT BURNER 60SG,112.25999999999999,6,3
83.0,WEEKEND COLON FLUSH,14.38,2,1
83.0,Weekend Colon Flush 16ct,404.29,93,11
83.0,WEEKEND COLON FLUSH 16SG,159.84,34,20
83.0,Whole Body Turmeric 120ct VALUE SIZE,626.05,36,2
83.0,Whole Body Turmeric Curcumin C3,75.14999999999999,5,4
83.0,WOMENS 73 NUTRIENT MULTI,14.99,1,1
83.0,Women's 73 Nutrient Soft-Gel Multi 60ct,507.17999999999995,56,5
83.0,Yohimbe Plus Maximum Enhancement,124.92999999999999,7,4
83.0,YOHIMBE PLUS MAXIMUM PERFORMANCE 100SG,321.44,18,6
88.0,15-Day Weight Loss Support Cleanse & Flush 60ct,50,5,2
88.0,3-in-1 Joint Formula 90ct,148.72,8,1
88.0,Advanced Absorption Mega B-Complex 60ct,32.37,3,1
88.0,Brain Awake RED 60ct,47.96,4,1
88.0,CoQ10-RED 60ct,37.18,2,1
88.0,Daily Multi Testosterone UP Booster for Men 60ct,107.94,6,1
88.0,Energy & Endurance Testosterone UP Men Over 40 60ct,41.98,2,1
88.0,Extra-Energy Thermo-Fuel Max Fat Burner 100ct,28.78,2,1
88.0,Extra Strength Ashwagandha 60ct,39.57,3,1
88.0,High Potency Mega D3+K2 Turmeric Extract 60ct,72,6,1
88.0,Immuno-Shield All Season Wellness 100ct,1845.09,342,2
88.0,Inflamma-Less 80ct,16.79,2,1
88.0,Libido-Max for Active Men 60ct,39.57,3,1
88.0,Liver Detox & Blood Refresh 60ct,314.78999999999996,21,3
88.0,Living Green Liquid-Gel Multi for WOMEN 90ct,117,6,1
88.0,Maximum Strength 3-in-1 Carb Blocker 75ct,107.91,9,1
88.0,Milk Thistle Liver Cleanse 60ct,244.48000000000002,18,3
88.0,Next Level Steel Libido X2 75ct,89.95,6,1
88.0,Only One Liquid-Gel Multi WITH IRON 60ct,89,6,1
88.0,Only One Liquid-Gel Multi WITHOUT IRON 60ct,92.33,7,1
88.0,Optimum-Strength Testosterone UP PRO-Growth 60ct,125.94,6,1
88.0,Power to Sleep PM 60ct,100.72,8,1
88.0,Power to Sleep PM 6mg Melatonin 60ct,113.31,9,1
88.0,Pro-Active Male Prosta-Strong Healthy Urinary Flow 90ct,83.96000000000001,4,1
88.0,Prosta-Strong RED 80ct,197.88,12,2
88.0,Respiratory Support & Defense 60ct,57,6,1
88.0,Sensual Woman Endurance*Stress*Libido 60ct,310.43999999999994,16,8
88.0,Steel-Libido for WOMEN 75ct,192.29000000000002,11,5
88.0,Sunny Mood with 5-HTP 80ct,3274.05,378,3
88.0,Sunny Mood with Rhodiola 75ct,83.94999999999999,5,2
88.0,Super Cleanse 100ct,3006.2200000000057,298,147
88.0,Super Cleanse 200ct ECONOMY SIZE,680.16,46,11
88.0,Testosterone-Extra Fat Burner 60ct,100.74,6,1
88.0,Testosterone Mega-Boost Red 56ct,50.370000000000005,3,1
88.0,Testosterone Up Strength & Size 60ct,294.78,13,3
88.0,"Type I, II & III Collagen Peptides + Astaxanthin 60ct",302.22,20,1
88.0,Ultimate Cleanse (2 Part Program),1090.2000000000003,60,15
88.0,Urinary Flush & Support 60ct,335.83,31,14
88.0,Vision Sharp Multi-Nutrient Eye Health 42ct,89.94,6,1
88.0,Weekend Colon Flush 16ct,68.34,12,2
88.0,Whole Body Turmeric Curcumin C3 60ct,47.96,5,1
9.0,"",36.69,3,1
9.0,10-DAY ACAI BERRY SUPER CLEANSE 60SG,106.96000000000001,9,4
9.0,10-DAY ACAI SUPER CLEANSE,95.94,6,6
9.0,15 Day Weight Loss Cleanse,624.3100000000002,53,17
9.0,15DAY WEIGHT LOSS CLENSE & FLS 60T,3071.9399999999996,320,150
9.0,15DAY WEIGHT LOSS&FLUSH,827.31,69,28
9.0,15-Day Weight Loss Support Cleanse & Flush 60ct,503.34000000000003,48,19
9.0,2 in 1 Cleanse & Flush Weight Loss Support,266.23,18,5
9.0,2IN1 CLEANSE & FLUSH WEIGHT LOSS SUPPORT 60SG,2033.5600000000004,155,113
9.0,2 in 1 Kidney & Liver Super Cleanse,626.6700000000001,34,15
9.0,2-IN-1 Kidney & Liver Super Cleanse 60ct,434.71,29,10
9.0,2IN1 KIDNEY & LIVER SUPER CLEANSE 60SG,15470.599999999995,1002,409
9.0,3IN1 CARB BLOCKER MAXIMUM STRENGTH 75SG,4447.219999999999,341,177
9.0,3IN1 CARB BLOCKER MAX STRENGTH VALUE SIZE 150SG,2435.88,105,55
9.0,3 in 1 Joint Formula,407.78,18,10
9.0,3IN1 JOINT FORMULA,471.01,19,7
9.0,3IN1 JOINT FORMULA 60SG,1515.96,75,34
9.0,3-in-1 Joint Formula 90ct,483.87,24,8
9.0,3IN1 JOINT FORMULA 90SG,9797.469999999998,481,228
9.0,5-HTP XTRA DOUBLE POTENCY,255.84,16,8
9.0,7DAY ULTIMAT CLEANS 2PART 1KIT,4135.81,410,196
9.0,7 Day Ultimate Cleanse,635.93,55,30
9.0,ACTIVE CLEANSE PROBIOTIC,147.12,8,2
9.0,Advanced Absorption Mega B Complex,1600.8400000000001,118,40
9.0,Advanced Absorption Mega B-Complex 60ct,442.39,42,17
9.0,ADVANCED ABSORPTION MEGA B COMPLEX 60SG,21347.94000000001,1828,577
9.0,ALLERPURE HISTAMINE CLEAR,927.71,29,9
9.0,ALLER-PURE HISTAMINE CLEAR 54SG,1424.8,56,32
9.0,Aloe & Triphala Active-Cleanse and Probiotics 60ct,18.7,1,1
9.0,ALOE & TRIPHALA ACTIVE CLEANSE & PROBIOTICS 60SG,2094.05,136,71
9.0,ALPHA-CHOLINE BRAIN&MSCLE,0,0,1
9.0,ANTI-GAS DIGESTIVE ENZYME,110.34,6,3
9.0,Anti Gas Digestive Enzymes,182.98,11,6
9.0,ANTI-GAS DIGESTIVE ENZYMES 45SG,2348.94,158,72
9.0,APPLE CIDER VINEGAR + METABOLISM 40GUMMIES,1750.0300000000002,263,137
9.0,Ashwagandha Extra Strength Mind Body,188.05,11,8
9.0,ASHWAGANDHA HEALTHY BRAIN MOOD & STRESS60CAPS,2027.6100000000001,332,199
9.0,ASHWAGANDHA MOOD & STRESS,203.91000000000003,9,4
9.0,ASHWAGANDHA XTRA STRENGTH,402.99,21,10
9.0,B-12 QUICK RELEASE EXTRA,351.78000000000003,22,8
9.0,Beet Root RED,569.7,31,14
9.0,BEET ROOT RED,699.6500000000001,35,20
9.0,Beet Root RED 60ct,1417.0700000000002,88,22
9.0,BEET ROOT RED 60SG,14573.439999999988,896,334
9.0,BEETS-4-CARDIO,99.94999999999999,5,4
9.0,BEETS 4 CARDIO PEAK PERFORMANCE 60SG,3682.8599999999988,231,110
9.0,BELLY BURNER+CALORIE BURN,299.03000000000003,17,7
9.0,BELLY BURNER STORED FAT,1002.5400000000004,66,29
9.0,BERBERINE BODY+FAT BURNER,359.85,15,7
9.0,BIOTIN 6000,239.07000000000002,13,8
9.0,Biotin 6000 Strength & Protection,145.28,9,4
9.0,Biotin-6000 Strength & Protection 60ct,86,5,2
9.0,BIOTIN 6000 STRENGTH & PROTECTION 60SG,4235.68,292,139
9.0,Bloat Away,291.99,19,6
9.0,BLOAT-AWAY,123.13,7,2
9.0,BLOAT AWAY 60SG,2677.289999999999,187,116
9.0,Blood Sugar Balance Berberine-Body+Fat Burner 56ct,162.78000000000003,9,5
9.0,BLOOD SUGAR BALANCE BERBERINE BODY+FAT BURNER 56SG,11822.670000000002,645,191
9.0,Blood Sugar Balance Berberine + Fat Burner,754.4799999999999,35,11
9.0,BODYFAT DIET SYSTEM-6 RED,237.49,11,6
9.0,Body Fat Diet System Six RED,92.84,5,2
9.0,Body Fat-Diet System-Six RED 72ct,70.9,4,1
9.0,BODY FAT DIET SYSTEM SIX RED 72SG,1379.75,80,45
9.0,Brain Awake,965.6700000000001,60,22
9.0,BRAIN AWAKE,879.5,50,22
9.0,Brain Awake 60ct,279.15999999999997,21,8
9.0,BRAIN AWAKE 60SG,6945.25,480,226
9.0,Brain Awake RED,266.22999999999996,18,5
9.0,BRAIN AWAKE RED,127.92,8,2
9.0,Brain Awake RED 60ct,35.97,3,1
9.0,BRAIN AWAKE RED 60SG,2993.960000000001,231,121
9.0,CARB BLOCKER MAX STRENGTH,135.93,7,4
9.0,CBD 1000mg Balm,39.43,1,1
9.0,CBD 1000mg Peppermint,89.73,3,3
9.0,CBD 1000mg Unflavored,249.84000000000003,8,4
9.0,CBD + 15mg,323.7,14,9
9.0,CBD 15MG,588.5699999999999,23,13
9.0,CBD 15MG 60SG,4276.530000000001,206,86
9.0,CBD 15mg + Melatonin Gummy Lemon Lime,86.37,3,1
9.0,CBD 15 MG + MELATONIN LEMON LIME 30GUMMY,2640.09,102,32
9.0,CBD 15 MG + MELATONIN LEMON LIME 30GUMMY ##V,163.15,6,1
9.0,CBD 15 MG MIXED BERRY 30GUMMY,1969.5,84,22
9.0,CBD 15 MG MIXED BERRY 30GUMMY ##V,290.28,14,6
9.0,CBD 2000mg Unflavored,289.74,6,4
9.0,CBD 30mg,1249.7599999999998,33,15
9.0,CBD 30MG,1247.7000000000003,30,16
9.0,CBD 30MG 60SG,8253.81,250,123
9.0,CBD 30mg Gummy Raspberry Ripple,503.82,18,12
9.0,CBD 30 MG RASPBERRY RIPPLE 30GUMMY,6593.68,255,80
9.0,CBD 30 mg ##V,427.54,12,6
9.0,CBD 50mg,1448.74,26,11
9.0,CBD 50MG,1919.6799999999998,32,20
9.0,CBD 50MG 60SG,11009.17,227,115
9.0,CBD+ASHWAGANDHA,439.78,22,8
9.0,CBD + ASHWAGANDHA 60SG,950.0699999999999,59,27
9.0,CBD BALM 1000MG,463.90000000000003,10,4
9.0,CBD BALM 1000MG 2OZ,1528.1,42,15
9.0,CBD BALM+ARNICA 1000MG,1623.6500000000005,35,15
9.0,CBD BALM + ARNICA 1000MG CBD 2OZ,2085.2000000000003,57,28
9.0,CBD BALM + LEMONGRASS 1000MG 2OZ,83.5,2,1
9.0,CBD Balm + Menthol 1000mg,42,1,1
9.0,CBD BALM+MENTHOL 1000MG,139.17000000000002,3,1
9.0,CBD BALM + MENTHOL 1000MG CBD 2OZ,66.8,2,1
9.0,CBD CREAM+ARNICA 1000MG,231.95000000000002,5,2
9.0,CBD CREAM + ARNICA 1000MG CBD 3.3OZ,3439.33,90,38
9.0,CBD Cream + Menthol 1000mg,42,1,1
9.0,CBD CREAM+MENTHOL 1000MG,510.2900000000001,11,5
9.0,CBD CREAM + MENTHOL 1000MG CBD 3.3OZ,1741.92,46,19
9.0,CBD+CURCUMIN XTRA STRNGTH,0,0,8
9.0,CBD DOUBLE POTENCY 30MG,357.45000000000005,15,9
